member_id,full_name,gender,date_of_birth,city,city_tier,state,occupation,marital_status,gym_branch_id,join_date,membership_type,referral_source,preferred_workout_time,has_personal_trainer,primary_goal,signup_channel,is_dob_missing,age,is_implausible_age
MBR-008974,Anand Varma,Male,1992-01-10,Chennai,Tier1,Tamil Nadu,Homemaker,Married,BR-002,2025-01-24,Premium,Friend Referral,Evening (6-9pm),True,Weight Loss,In-person,False,34.6,False
MBR-008036,Priya Iyer,Female,1996-07-08,Chennai,Tier1,Tamil Nadu,Business Owner,Married,BR-002,2022-01-05,Basic,Friend Referral,Evening (6-9pm),False,Weight Loss,Website,False,30.1,False
MBR-016119,Praveen Gowda,Male,2004-12-24,Visakhapatnam,Tier2,Andhra Pradesh,Student,Single,BR-024,2022-10-12,Basic,Justdial,Late Night,False,Muscle Gain,App,False,21.6,False
MBR-011362,Vivek Singh,Male,2002-04-28,Surat,Tier2,Gujarat,Student,Single,BR-031,2023-12-12,PT-Combo,Walk-in,Evening (6-9pm),True,General Fitness,In-person,False,24.3,False
MBR-002751,Debashish Das,Male,1994-10-12,Lucknow,Tier2,Uttar Pradesh,Salaried-Non IT,Married,BR-030,2021-01-03,Standard,Justdial,Evening (6-9pm),False,Muscle Gain,App,False,31.8,False
MBR-015339,Anand Menon,Male,1978-07-10,Bengaluru,Tier1,Karnataka,Homemaker,Married,BR-033,2023-01-22,Premium,Walk-in,Late Night,False,General Fitness,App,False,48.1,False
MBR-014969,Aravind Achary,Other,2005-11-22,Bengaluru,Tier1,Karnataka,Salaried-IT,Single,BR-033,2024-01-23,Standard,Friend Referral,Evening (6-9pm),False,Muscle Gain,In-person,False,20.7,False
MBR-001200,Prasad Chandran,Male,1997-11-08,Bengaluru,Tier1,Karnataka,Freelancer,Married,BR-033,2022-12-23,Premium,Friend Referral,Morning,True,Rehab,Website,False,28.8,False
MBR-014842,Kajal Bhatt,Female,2009-03-25,Delhi,Tier1,Delhi,Homemaker,Single,BR-005,2025-04-07,Standard,Instagram Ad,Morning,False,General Fitness,App,False,17.4,False
MBR-011466,Omkar Shah,Male,1994-08-07,Surat,Tier2,Gujarat,Salaried-IT,Single,BR-031,2023-07-28,Basic,Friend Referral,Early Morning (5-7am),False,General Fitness,In-person,False,32.0,False
MBR-007308,Siddharth Singh,Male,,Pune,Tier1,Maharashtra,Salaried-IT,Married,BR-038,2022-02-04,Standard,Walk-in,Early Morning (5-7am),False,Weight Loss,Website,True,,False
MBR-007877,Sowmya Shetty,Female,1991-03-09,Indore,Tier2,Madhya Pradesh,Business Owner,Single,BR-018,2022-03-13,Basic,Walk-in,Early Morning (5-7am),False,Weight Loss,In-person,False,35.4,False
MBR-009200,Ishita Anand,Female,2006-03-03,Mumbai,Tier1,Maharashtra,Student,Single,BR-016,2024-12-09,Basic,Friend Referral,Evening (6-9pm),False,Weight Loss,App,False,20.4,False
MBR-015716,Deepak Dhawan,Male,2004-01-28,Delhi,Tier1,Delhi,Student,Single,BR-005,2022-01-26,Standard,Instagram Ad,Morning,False,Rehab,App,False,22.5,False
MBR-006858,Vijay Chandran,Male,2000-06-25,Ahmedabad,Tier1,Gujarat,Freelancer,Married,BR-038,2023-03-26,Basic,Friend Referral,Late Night,False,General Fitness,App,False,26.1,False
MBR-005886,Sunita Khanna,Female,1976-04-22,Jaipur,Tier2,Rajasthan,Homemaker,Married,BR-013,2025-08-08,Premium,Friend Referral,Morning,False,General Fitness,In-person,False,50.3,False
MBR-006229,Kiran Raman,Male,1986-03-15,Bengaluru,Tier1,Karnataka,Freelancer,Married,BR-033,2024-05-08,Premium,Friend Referral,Early Morning (5-7am),False,Weight Loss,In-person,False,40.4,False
MBR-012011,Arindam Banerjee,Male,1996-04-01,Ranchi,Tier3,Jharkhand,Salaried-IT,Married,BR-013,2022-05-27,Standard,Corporate Tie-up,Morning,False,Muscle Gain,App,False,30.4,False
MBR-005998,Kiran Nair,Male,2006-03-11,Hyderabad,Tier1,Telangana,Freelancer,Single,BR-011,2023-09-23,Standard,Instagram Ad,Evening (6-9pm),False,Muscle Gain,Website,False,20.4,False
MBR-013090,Trupti Deshmukh,Female,1985-02-05,Nashik,Tier3,Maharashtra,Govt Employee,Married,BR-012,2024-06-12,PT-Combo,Instagram Ad,Morning,True,Sports Training,Website,False,41.5,False
MBR-010176,Prasad Subramaniam,Male,2004-09-20,Pune,Tier1,Maharashtra,Salaried-IT,Single,BR-035,2022-05-01,PT-Combo,Friend Referral,Evening (6-9pm),True,General Fitness,In-person,False,21.9,False
MBR-014556,Debojit Nag,Male,1995-11-13,Kolkata,Tier1,West Bengal,Freelancer,Single,BR-017,2023-01-16,Standard,Instagram Ad,Early Morning (5-7am),False,Rehab,App,False,30.8,False
MBR-015170,Sanjay Sethi,Male,1997-05-12,Jalandhar,Tier2,Punjab,Freelancer,Single,BR-007,2021-10-27,Basic,Walk-in,Evening (6-9pm),False,Rehab,App,False,29.3,False
MBR-009138,Ishita Mehta,Female,2001-06-14,Lucknow,Tier2,Uttar Pradesh,Student,Single,BR-030,2023-12-08,Standard,Friend Referral,Early Morning (5-7am),False,Weight Loss,Website,False,25.2,False
MBR-008108,Rajesh Saha,Male,1997-03-02,Guwahati,Tier3,Assam,Business Owner,Single,BR-031,2025-09-16,Basic,Walk-in,Evening (6-9pm),False,Weight Loss,In-person,False,29.5,False
MBR-005280,Aditya Chauhan,Male,2009-12-04,Indore,Tier2,Madhya Pradesh,Student,Single,BR-018,2025-06-02,Standard,Aggregator App,Morning,False,Sports Training,App,False,16.7,False
MBR-016617,Ravi Sharma,Male,1994-05-26,Jalandhar,Tier2,Punjab,Freelancer,Single,BR-007,2023-02-24,Basic,Walk-in,Evening (6-9pm),False,General Fitness,App,False,32.2,False
MBR-002807,Riya Trivedi,Female,1995-12-14,Surat,Tier2,Gujarat,Freelancer,Single,BR-031,2022-05-24,PT-Combo,Instagram Ad,Evening (6-9pm),True,Pre-Wedding Prep,App,False,30.7,False
MBR-014208,Gayathri Naidu,Female,1998-06-14,Surat,Tier2,Gujarat,Salaried-IT,Single,BR-031,2021-12-05,Standard,Walk-in,Morning,False,Muscle Gain,App,False,28.2,False
MBR-001663,Siddharth Kapoor,Male,1999-10-23,Amritsar,Tier3,Punjab,Freelancer,Single,BR-026,2023-01-06,Standard,Instagram Ad,Early Morning (5-7am),False,General Fitness,In-person,False,26.8,False
MBR-003302,Debojit Sarkar,Male,1996-08-23,Kolkata,Tier1,West Bengal,Govt Employee,Single,BR-017,2022-08-07,Standard,Friend Referral,Evening (6-9pm),False,Weight Loss,App,False,30.0,False
MBR-016830,Sameer Jadhav,Male,1997-10-23,Chennai,Tier1,Tamil Nadu,Salaried-Non IT,Married,BR-015,2023-01-01,Basic,Aggregator App,Early Morning (5-7am),False,General Fitness,In-person,False,28.8,False
MBR-008307,Anirban Banerjee,Male,1990-05-13,Lucknow,Tier2,Uttar Pradesh,Homemaker,Single,BR-030,2023-01-20,Standard,Walk-in,Evening (6-9pm),False,Weight Loss,App,False,36.3,False
MBR-004989,Ankit Chauhan,Male,2000-04-15,Lucknow,Tier2,Uttar Pradesh,Student,Other,BR-040,2021-03-28,Basic,Friend Referral,Early Morning (5-7am),False,Sports Training,In-person,False,26.3,False
MBR-011809,Rahul Arora,Male,1996-07-09,Indore,Tier2,Madhya Pradesh,Homemaker,Single,BR-018,2025-06-10,PT-Combo,Corporate Tie-up,Morning,True,Weight Loss,App,False,30.1,False
MBR-003434,Madhavi Menon,Female,1995-03-06,Mysore,Tier3,Karnataka,Govt Employee,Single,BR-029,2022-02-17,Standard,Walk-in,Evening (6-9pm),False,Muscle Gain,App,False,31.4,False
MBR-002894,Meena Nambiar,Female,1992-04-14,Chennai,Tier1,Tamil Nadu,Salaried-Non IT,Married,BR-002,2021-08-05,Premium,Corporate Tie-up,Early Morning (5-7am),True,Muscle Gain,App,False,34.3,False
MBR-012445,Kunal Shah,Male,2002-07-24,Ahmedabad,Tier1,Gujarat,Student,Single,BR-038,2022-01-10,Basic,Corporate Tie-up,Early Morning (5-7am),True,General Fitness,In-person,False,24.1,False
MBR-006312,Barnali Sarkar,Female,1999-10-16,Chennai,Tier1,Tamil Nadu,Govt Employee,Single,BR-002,2023-10-19,Premium,Friend Referral,Evening (6-9pm),False,General Fitness,App,False,26.8,False
MBR-014922,Deepak Shetty,Male,2006-07-14,Visakhapatnam,Tier2,Andhra Pradesh,Student,Single,BR-024,2022-11-03,Basic,Walk-in,Early Morning (5-7am),False,Muscle Gain,In-person,False,20.1,False
MBR-002716,Jayesh Kulkarni,Male,2000-09-19,Pune,Tier1,Maharashtra,Salaried-IT,Single,BR-035,2024-05-01,Basic,Walk-in,Morning,False,General Fitness,App,False,25.9,False
MBR-015016,Suyash Gaikwad,Male,2002-08-10,Jaipur,Tier2,Rajasthan,Student,Single,BR-020,2024-10-03,PT-Combo,Instagram Ad,Early Morning (5-7am),True,Muscle Gain,In-person,False,24.0,False
MBR-007253,Nikhil Sharma,Male,1979-04-17,Jaipur,Tier2,Rajasthan,Business Owner,Married,BR-020,2025-08-18,Basic,Aggregator App,Early Morning (5-7am),False,Weight Loss,In-person,False,47.3,False
MBR-009849,Pratik Bhatt,Male,2000-02-28,Mumbai,Tier1,Maharashtra,Student,Single,BR-039,2022-01-20,Premium,Friend Referral,Evening (6-9pm),False,General Fitness,In-person,False,26.5,False
MBR-008593,Vaishali Deshmukh,Female,1998-11-08,Mumbai,Tier1,Maharashtra,Salaried-IT,Single,BR-029,2023-01-09,Premium,Walk-in,Morning,False,Muscle Gain,In-person,False,27.8,False
MBR-006820,Kunal Arora,Male,1998-07-01,Surat,Tier2,Gujarat,Business Owner,Married,BR-031,2025-01-21,Premium,Corporate Tie-up,Early Morning (5-7am),False,Rehab,In-person,False,28.1,False
MBR-006803,Vivek Arora,Male,1994-06-26,Lucknow,Tier2,Uttar Pradesh,Salaried-Non IT,Single,BR-040,2022-12-12,Basic,Friend Referral,Late Night,False,General Fitness,App,False,32.1,False
MBR-014844,Priya Chopra,Female,1984-08-07,Jalandhar,Tier2,Punjab,Govt Employee,Married,BR-007,2025-01-22,PT-Combo,Friend Referral,Late Night,True,Weight Loss,In-person,False,42.0,False
MBR-015896,Praveen Rao,Male,1993-12-16,Bengaluru,Tier1,Karnataka,Salaried-IT,Single,BR-033,2025-05-28,Standard,Instagram Ad,Evening (6-9pm),False,Rehab,App,False,32.7,False
MBR-001742,Ankit Grover,Male,2004-09-15,Dehradun,Tier3,Uttarakhand,Freelancer,Single,BR-004,2024-07-01,Basic,Friend Referral,Late Night,False,Sports Training,In-person,False,21.9,False
MBR-008651,Priya Bhatia,Female,1993-10-07,Jaipur,Tier2,Rajasthan,Business Owner,Married,BR-013,2025-02-19,Basic,Friend Referral,Late Night,False,General Fitness,App,False,32.9,False
MBR-000243,Sameer Pawar,Male,1984-03-03,Ahmedabad,Tier1,Gujarat,Govt Employee,Married,BR-038,2025-08-11,Standard,Walk-in,Early Morning (5-7am),True,Muscle Gain,App,False,42.4,False
MBR-005989,Rohan Kapoor,Male,2004-05-16,Delhi,Tier1,Delhi,Student,Single,BR-005,2023-11-13,Standard,Friend Referral,Evening (6-9pm),False,Weight Loss,App,False,22.2,False
MBR-008140,Priya Naik,Female,1969-01-05,Nagpur,Tier2,Maharashtra,Homemaker,Married,BR-001,2022-03-02,Basic,Instagram Ad,Afternoon,False,General Fitness,Website,False,57.6,False
MBR-006825,Vikram Chauhan,Male,2002-01-04,Lucknow,Tier2,Uttar Pradesh,Student,Single,BR-004,2024-01-19,Standard,Friend Referral,Evening (6-9pm),False,General Fitness,In-person,False,24.6,False
MBR-003846,Sowmya Raman,Female,1996-11-15,Coimbatore,Tier2,Tamil Nadu,Salaried-IT,Single,BR-019,2025-03-03,Standard,Walk-in,Evening (6-9pm),False,Muscle Gain,App,False,29.7,False
MBR-004237,Anil Anand,Male,1996-10-19,Amritsar,Tier3,Punjab,Salaried-IT,Married,BR-026,2022-01-03,Premium,Friend Referral,Evening (6-9pm),True,General Fitness,App,False,29.8,False
MBR-012479,Aditya Singh,Male,2002-04-08,Gurugram,Tier1,Haryana,Student,Single,BR-037,2024-08-28,Standard,Justdial,Early Morning (5-7am),False,Weight Loss,App,False,24.4,False
MBR-005233,Mihir Patel,Male,1994-04-19,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Married,BR-016,2025-05-25,Standard,Corporate Tie-up,Evening (6-9pm),False,Rehab,In-person,False,32.3,False
MBR-004167,Kiran Mishra,Female,2008-10-17,Dehradun,Tier3,Uttarakhand,Homemaker,Single,BR-004,2024-01-20,Basic,Instagram Ad,Evening (6-9pm),False,Weight Loss,App,False,17.8,False
MBR-013483,Sunita Gupta,Female,1998-03-04,Chandigarh,Tier2,Punjab,Govt Employee,Single,BR-008,2025-03-12,Premium,Justdial,Evening (6-9pm),False,Sports Training,App,False,28.4,False
MBR-000732,Kunal Khurana,Male,1972-12-21,Bhopal,Tier2,Madhya Pradesh,Homemaker,Married,BR-034,2022-04-23,Premium,Walk-in,Late Night,True,General Fitness,App,False,53.6,False
MBR-002939,Meena Malhotra,Female,1982-05-17,Gurugram,Tier1,Haryana,Salaried-Non IT,Married,BR-009,2021-10-26,Premium,Walk-in,Morning,False,General Fitness,App,False,44.2,False
MBR-001419,Jyoti Rathi,Female,1973-09-02,Delhi,Tier1,Delhi,Homemaker,Married,BR-028,2024-01-11,Standard,Corporate Tie-up,Early Morning (5-7am),True,General Fitness,In-person,False,52.9,False
MBR-001004,Abhinav Kapoor,Male,1990-04-26,Lucknow,Tier2,Uttar Pradesh,Homemaker,Single,BR-040,2022-10-24,Basic,Aggregator App,Evening (6-9pm),False,General Fitness,App,False,36.3,False
MBR-003482,Meena Krishnan,Female,2004-08-28,Visakhapatnam,Tier2,Andhra Pradesh,Salaried-IT,Single,BR-024,2025-03-01,Basic,Instagram Ad,Morning,False,Muscle Gain,Website,False,22.0,False
MBR-008273,Anita Grover,Female,1995-06-27,Mumbai,Tier1,Maharashtra,Salaried-IT,Married,BR-036,2023-03-11,Premium,Friend Referral,Evening (6-9pm),False,Weight Loss,Website,False,31.1,False
MBR-006327,Dinesh Reddy,Male,1975-06-16,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Married,BR-033,2025-08-11,Standard,Corporate Tie-up,Evening (6-9pm),False,Muscle Gain,App,False,51.2,False
MBR-001515,Nisha Khanna,Female,1970-04-22,Kolkata,Tier1,West Bengal,Salaried-Non IT,Married,BR-017,2022-10-11,Standard,Friend Referral,Late Night,False,Muscle Gain,App,False,56.3,False
MBR-001771,Mansi Joshi,Female,2006-08-22,Nashik,Tier3,Maharashtra,Student,Single,BR-012,2025-02-09,Basic,Walk-in,Early Morning (5-7am),False,Muscle Gain,App,False,20.0,False
MBR-013404,Ankit Mehta,Male,1988-09-16,Jaipur,Tier2,Rajasthan,Business Owner,Single,BR-013,2025-06-28,Standard,Walk-in,Afternoon,False,General Fitness,Website,False,37.9,False
MBR-012265,Praveen Menon,Male,2005-09-14,Hyderabad,Tier1,Telangana,Student,Married,BR-022,2021-03-28,Standard,Corporate Tie-up,Evening (6-9pm),False,General Fitness,App,False,20.9,False
MBR-015411,Suresh Chauhan,Male,1998-05-17,Bhopal,Tier2,Madhya Pradesh,Business Owner,Single,BR-034,2024-06-05,Premium,Instagram Ad,Evening (6-9pm),False,Muscle Gain,App,False,28.2,False
MBR-013101,Radha Murthy,Female,1999-07-20,Hyderabad,Tier1,Telangana,Salaried-IT,Single,BR-011,2023-12-10,Basic,Friend Referral,Evening (6-9pm),False,Muscle Gain,App,False,27.1,False
MBR-007778,Suresh Murthy,Male,2004-02-11,Coimbatore,Tier2,Tamil Nadu,Salaried-Non IT,Single,BR-014,2021-11-26,Premium,Instagram Ad,Evening (6-9pm),False,General Fitness,In-person,False,22.5,False
MBR-003004,Pallavi Gaikwad,Female,2006-11-15,Pune,Tier1,Maharashtra,Salaried-Non IT,Single,BR-027,2025-01-01,PT-Combo,Friend Referral,Afternoon,True,Weight Loss,App,False,19.7,False
MBR-011754,Rekha Malhotra,Female,1982-03-02,Ahmedabad,Tier1,Gujarat,Govt Employee,Married,BR-038,2023-01-09,Basic,Instagram Ad,Evening (6-9pm),True,Sports Training,App,False,44.5,False
MBR-001101,Swati Rathi,Female,2009-03-23,Lucknow,Tier2,Uttar Pradesh,Freelancer,Single,BR-030,2025-08-09,Premium,Justdial,Evening (6-9pm),False,Weight Loss,In-person,False,17.4,False
MBR-007194,Priya Pillai,Female,2002-04-11,Bengaluru,Tier1,Karnataka,Student,Single,BR-033,2021-11-25,Basic,Walk-in,Morning,False,General Fitness,Website,False,24.3,False
MBR-000022,Paromita Nag,Female,1995-11-24,Kolkata,Tier1,West Bengal,Business Owner,Single,BR-017,2024-07-01,Standard,Justdial,Evening (6-9pm),False,Sports Training,Website,False,30.7,False
MBR-016021,Ravi Chandran,Male,1991-02-18,Chennai,Tier1,Tamil Nadu,Freelancer,Single,BR-010,2024-10-28,Standard,Corporate Tie-up,Afternoon,True,Muscle Gain,App,False,35.5,False
MBR-002210,Tanvi  Sharma,Female,2008-10-25,Jalandhar,Tier2,Punjab,Salaried-Non IT,Single,BR-007,2024-10-20,Basic,Walk-in,Late Night,False,Weight Loss,In-person,False,17.8,False
MBR-008471,Prasad Raman,Male,1999-01-18,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Single,BR-033,2022-08-02,Basic,Friend Referral,Late Night,False,Muscle Gain,App,False,27.6,False
MBR-009907,Padma Krishnan,Female,2003-05-25,Coimbatore,Tier2,Tamil Nadu,Student,Single,BR-019,2024-09-01,Standard,Friend Referral,Early Morning (5-7am),False,Weight Loss,App,False,23.2,False
MBR-014209,Omkar Shah,Male,2003-06-15,Mumbai,Tier1,Maharashtra,Student,Single,BR-036,2023-09-04,Standard,Instagram Ad,Afternoon,False,Weight Loss,App,False,23.2,False
MBR-013557,Prasad Shetty,Male,1969-06-17,Nagpur,Tier2,Maharashtra,Freelancer,Married,BR-021,2021-01-20,Premium,Friend Referral,Evening (6-9pm),False,General Fitness,Website,False,57.2,False
MBR-017318,Suresh Shetty,Male,,Pune,Tier1,Maharashtra,Salaried-Non IT,Single,BR-035,2022-09-18,Standard,Walk-in,Evening (6-9pm),False,General Fitness,Website,True,,False
MBR-009747,Ranjan Mukherjee,Male,,Mysore,Tier3,Karnataka,Business Owner,Single,BR-029,2022-10-21,Standard,Justdial,Afternoon,False,General Fitness,App,True,,False
MBR-012155,Puneet Saxena,Male,2001-04-25,Jalandhar,Tier2,Punjab,Student,Single,BR-007,2022-01-05,Basic,Instagram Ad,Evening (6-9pm),False,General Fitness,App,False,25.3,False
MBR-017312,Srinivas Pillai,Male,1975-08-20,Coimbatore,Tier2,Tamil Nadu,Salaried-Non IT,Married,BR-019,2024-12-22,Basic,Walk-in,Early Morning (5-7am),False,Sports Training,App,False,51.0,False
MBR-014049,Sunita Tiwari,Female,1997-05-16,Chandigarh,Tier2,Punjab,Salaried-Non IT,Single,BR-008,2024-06-04,Standard,Walk-in,Evening (6-9pm),True,General Fitness,App,False,29.2,False
MBR-014283,Aditya Gupta,Male,2004-12-14,Kolkata,Tier1,West Bengal,Student,Single,BR-017,2024-10-17,Premium,Walk-in,Evening (6-9pm),False,Rehab,App,False,21.7,False
MBR-012685,Priya Bose,Female,2005-06-23,Kolkata,Tier1,West Bengal,Student,Single,BR-017,2023-11-01,Basic,Friend Referral,Early Morning (5-7am),False,Weight Loss,App,False,21.1,False
MBR-009531,Kavya Subramaniam,Female,2008-02-09,Hyderabad,Tier1,Telangana,Salaried-Non IT,Single,BR-011,2025-04-04,Basic,Friend Referral,Morning,False,Weight Loss,In-person,False,18.5,False
MBR-007067,Deepak Iyer,Male,1998-04-23,Chennai,Tier1,Tamil Nadu,Freelancer,Married,BR-010,2023-05-08,PT-Combo,Walk-in,Evening (6-9pm),True,Rehab,App,False,28.3,False
MBR-011117,Kiran Varma,Male,2004-05-11,Bhopal,Tier2,Madhya Pradesh,Student,Other,BR-034,2024-01-03,Basic,Corporate Tie-up,Evening (6-9pm),False,Weight Loss,App,False,22.3,False
MBR-007615,Nithya Chandran,Female,1998-01-11,Hyderabad,Tier1,Telangana,Salaried-IT,Single,BR-011,2023-01-01,Standard,Justdial,Evening (6-9pm),True,Weight Loss,In-person,False,28.6,False
MBR-013024,Kunal Saxena,Male,1996-06-11,Mysore,Tier3,Karnataka,Business Owner,Married,BR-029,2021-03-10,Basic,Instagram Ad,Morning,True,Muscle Gain,App,False,30.2,False
MBR-003554,Tarun Verma,Male,1988-06-02,Dehradun,Tier3,Uttarakhand,Freelancer,Other,BR-004,2025-04-09,Basic,Instagram Ad,Early Morning (5-7am),False,Weight Loss,App,False,38.2,False
MBR-011666,Pooja Venkataraman,Female,2000-01-11,Hyderabad,Tier1,Telangana,Freelancer,Single,BR-011,2025-02-09,Basic,Friend Referral,Early Morning (5-7am),False,Muscle Gain,In-person,False,26.6,False
MBR-003340,Suyash Modi,Male,1998-02-26,Hyderabad,Tier1,Telangana,Salaried-IT,Other,BR-022,2021-03-05,Standard,Walk-in,Evening (6-9pm),False,Weight Loss,App,False,28.5,False
MBR-010659,Suyash Save,Male,1996-03-11,Vadodara,Tier2,Gujarat,Salaried-Non IT,Married,BR-003,2024-02-12,Premium,Walk-in,Evening (6-9pm),True,Rehab,In-person,False,30.4,False
MBR-003526,Abhinav Bansal,Male,1973-03-01,Chandigarh,Tier2,Punjab,Homemaker,Married,BR-008,2025-02-11,Standard,Instagram Ad,Evening (6-9pm),False,Weight Loss,App,False,53.5,False
MBR-010154,Sayali Jadhav,Female,1985-11-11,Nagpur,Tier2,Maharashtra,Business Owner,Married,BR-025,2024-08-15,Basic,Friend Referral,Evening (6-9pm),False,General Fitness,App,False,40.8,False
MBR-013755,Pooja Nambiar,Female,1996-04-09,Bengaluru,Tier1,Karnataka,Business Owner,Single,BR-033,2023-10-08,Basic,Walk-in,Morning,True,Weight Loss,App,False,30.3,False
MBR-006215,Shalini Pillai,Female,1997-10-09,Chennai,Tier1,Tamil Nadu,Homemaker,Single,BR-002,2021-11-07,Standard,Corporate Tie-up,Late Night,True,Weight Loss,In-person,False,28.8,False
MBR-001593,Dinesh Iyengar,Male,1997-12-16,Chennai,Tier1,Tamil Nadu,Salaried-IT,Married,BR-015,2023-01-17,Standard,Walk-in,Evening (6-9pm),False,Muscle Gain,App,False,28.7,False
MBR-013349,Bhavna Rane,Female,1994-08-12,Mumbai,Tier1,Maharashtra,Govt Employee,Married,BR-026,2022-01-21,Premium,Walk-in,Early Morning (5-7am),False,General Fitness,In-person,False,32.0,False
MBR-009102,Kishore Raman,Male,1992-01-20,Hyderabad,Tier1,Telangana,Govt Employee,Single,BR-034,2024-01-08,PT-Combo,Friend Referral,Afternoon,True,Weight Loss,App,False,34.6,False
MBR-001441,Barnali Sen,Female,2006-11-07,Mumbai,Tier1,Maharashtra,Student,Single,BR-039,2025-06-27,Basic,Aggregator App,Morning,False,Weight Loss,App,False,19.8,False
MBR-006958,Manas Banerjee,Male,1993-02-05,Kolkata,Tier1,West Bengal,Salaried-Non IT,Married,BR-017,2025-06-15,Premium,Friend Referral,Evening (6-9pm),True,Weight Loss,App,False,33.5,False
MBR-009998,Debjani Bose,Female,2005-04-19,Bengaluru,Tier1,Karnataka,Salaried-IT,Single,BR-033,2022-02-25,Standard,Aggregator App,Late Night,False,Weight Loss,In-person,False,21.3,False
MBR-009950,Rekha Grover,Female,1972-06-06,Delhi,Tier1,Delhi,Govt Employee,Married,BR-028,2024-12-15,Basic,Justdial,Evening (6-9pm),False,Weight Loss,Website,False,54.2,False
MBR-010483,Madhavi Iyer,Female,1993-11-21,Chennai,Tier1,Tamil Nadu,Salaried-Non IT,Single,BR-002,2022-01-01,Premium,Friend Referral,Morning,False,Rehab,In-person,False,32.7,False
MBR-013231,Isha Singh,Female,1996-03-20,Delhi,Tier1,Delhi,Govt Employee,Single,BR-005,2022-01-12,Standard,Walk-in,Evening (6-9pm),False,Weight Loss,In-person,False,30.4,False
MBR-000084,Meena Khurana,Female,1992-04-23,Lucknow,Tier2,Uttar Pradesh,Homemaker,Single,BR-040,2023-08-19,Premium,Walk-in,Evening (6-9pm),False,General Fitness,App,False,34.3,False
MBR-012695,Ishita Dhawan,Female,1997-10-24,Lucknow,Tier2,Uttar Pradesh,Homemaker,Married,BR-030,2023-11-08,Standard,Walk-in,Early Morning (5-7am),False,Sports Training,Website,False,28.8,False
MBR-001077,Deepak Reddy,Male,1998-02-05,Surat,Tier2,Gujarat,Student,Single,BR-031,2025-07-11,Basic,Justdial,Evening (6-9pm),False,Muscle Gain,In-person,False,28.5,False
MBR-000477,Rushabh Patel,Male,1984-10-07,Mumbai,Tier1,Maharashtra,Homemaker,Married,BR-036,2025-01-24,Premium,Walk-in,Early Morning (5-7am),False,Muscle Gain,In-person,False,41.9,False
MBR-000541,Anusha Nambiar,Female,1995-02-16,Coimbatore,Tier2,Tamil Nadu,Freelancer,Single,BR-019,2021-01-21,Basic,Walk-in,Evening (6-9pm),False,Weight Loss,In-person,False,31.5,False
MBR-008414,Aishwarya Nambiar,Female,1972-04-21,Chennai,Tier1,Tamil Nadu,Salaried-Non IT,Married,BR-010,2024-12-11,Premium,Corporate Tie-up,Early Morning (5-7am),True,Muscle Gain,Website,False,54.3,False
MBR-012212,Rajesh Khurana,Male,2005-06-06,Delhi,Tier1,Delhi,Student,Single,BR-005,2023-03-09,Standard,Instagram Ad,Evening (6-9pm),False,Muscle Gain,Website,False,21.2,False
MBR-011124,Sanjay Desai,Male,1992-05-13,Pune,Tier1,Maharashtra,Student,Married,BR-027,2021-03-25,Basic,Corporate Tie-up,Afternoon,False,Sports Training,In-person,False,34.3,False
MBR-013661,Suman Ghosh,Male,2001-08-04,Dehradun,Tier3,Uttarakhand,Govt Employee,Single,BR-004,2024-08-02,Basic,Walk-in,Evening (6-9pm),False,General Fitness,In-person,False,25.0,False
MBR-012566,Vidya Iyengar,Female,1990-10-04,Chennai,Tier1,Tamil Nadu,Business Owner,Single,BR-015,2024-11-05,Standard,Instagram Ad,Evening (6-9pm),False,Muscle Gain,App,False,35.9,False
MBR-001203,Abhishek Sen,Male,1994-12-19,Pune,Tier1,Maharashtra,Salaried-IT,Married,BR-027,2025-06-17,Standard,Friend Referral,Late Night,False,Rehab,In-person,False,31.7,False
MBR-006372,Madhavi Shetty,Female,1998-02-14,Bengaluru,Tier1,Karnataka,Freelancer,Married,BR-033,2025-01-20,Basic,Instagram Ad,Evening (6-9pm),False,Weight Loss,Website,False,28.5,False
MBR-015787,Vidya Balan,Female,1986-09-28,Chennai,Tier1,Tamil Nadu,Govt Employee,Married,BR-002,2022-05-02,Basic,Walk-in,Morning,False,Weight Loss,App,False,39.9,False
MBR-016987,Lakshmi Naidu,Female,1997-06-10,Bengaluru,Tier1,Karnataka,Salaried-IT,Single,BR-033,2024-11-03,Premium,Friend Referral,Evening (6-9pm),False,Weight Loss,Website,False,29.2,False
MBR-005750,Anirban Chakraborty,Male,1999-01-19,Kolkata,Tier1,West Bengal,Business Owner,Single,BR-017,2023-08-27,Basic,Corporate Tie-up,Evening (6-9pm),False,Pre-Wedding Prep,App,False,27.6,False
MBR-016868,Deepa Pillai,Other,1995-01-10,Chennai,Tier1,Tamil Nadu,Student,Married,BR-010,2024-01-10,Basic,Corporate Tie-up,Morning,True,Muscle Gain,In-person,False,31.6,False
MBR-004641,Suman Sarkar,Male,2008-07-09,Bhopal,Tier2,Madhya Pradesh,Student,Single,BR-034,2024-10-16,Premium,Friend Referral,Late Night,True,Muscle Gain,Website,False,18.1,False
